snippet,lead_paragraph,word_count,pub_date,headline.main,subsection_name,year
The first members of the migrant caravan have begun seeking asylum interviews. Several thousand are expected by the end of the weekend.,"TIJUANA, Mexico — The vanguard of what President Trump has labeled an invasion force formed an orderly line at about 6:45 a.m. on Thursday near a major border crossing between Tijuana and the United States and waited patiently.",1051,2018-11-15,"Dozens From Migrant Caravan Line Up at Border, Seeking Asylum Interviews",Americas,2018
"Some warn that the vote to leave the E.U. unleashed latent racism, while others caution that not every alcohol-fueled altercation has its basis in racial and ethnic differences.","HARLOW, England — Perceptions of what happened that night, when a Polish immigrant was killed in a fight with a gang of British teenagers, depend on who is talking, and what they saw.",1283,2016-09-16,Attacks in a British Town Highlight a Debate Over Ethnic Tensions,Europe,2016
The ax and knife assault prompted worries about a fresh round of second-guessing over the effects of opening the door to so many immigrants.,"WEIMAR, Germany — Residents of Weimar flocked to the German city’s central park to escape unusually scorching heat this week, setting up picnics and watching bees skitter across the wildflowers near a placid reflecting pool.",1194,2016-07-20,"After Attack on German Train, Fears Over Refugees, and From Them, Too",Europe,2016
"With its minimum salary requirements, the new system would particularly affect female migrants, who tend to cluster in lower-paid occupations.","The British government’s plan for a post-Brexit immigration overhaul was designed to wean the economy off its reliance on cheap foreign labor. But in the process, women’s groups warned on Thursday, women will suffer disproportionately.",819,2020-02-20,"Women Will Be Hit Hard by U.K.’s New Immigration Rules, Experts Warn",Europe,2020
Ten of the victims were teenagers. All were from Vietnam. The police in England were working to repatriate the bodies.,"LONDON — For weeks, the Vietnamese relatives of a 26-year-old woman who had left home in search of a better life in Europe had feared that she was among the 39 people whose bodies were found in a refrigerated trailer in southeastern England last month. ",1159,2019-11-08,U.K. Police Release Names of 39 People Found Dead in Essex Truck,Europe,2019
Ursula von der Leyen is under pressure to ditch the title “vice president for protecting our European way of life” for the person in charge of migration policy.,"BRUSSELS — When Ursula von der Leyen, the incoming chief of the European Union’s powerful administrative branch, unveiled her top team at a news conference on Tuesday, one new job title provoked a sea of puzzled faces: “vice president for protecting our European way of life.”",922,2019-09-12,‘Protecting Our European Way of Life’? Outrage Follows New E.U. Role,Europe,2019
"Once Germany-bound, many refugees stranded in Greece are hoping the program will come through for them as European security tightens after the Brussels attacks.","ATHENS — Under the glare of a naked light bulb, in the tiny one-room apartment where he has taken shelter with three other young Syrian refugees, Ismail Haki clutched the folded white card on which he has pinned all his hopes.",1278,2016-03-26,"Migrants in Greece, Ready to Go Anywhere in Europe, Scramble to Enter E.U. Relocation Program",Europe,2016
"The opposition Labour leader said he was “not wedded to freedom of movement” in the European Union, opening the way to supporting a so-called soft Brexit.","LONDON — Jeremy Corbyn, the leftist leader of Britain’s languishing Labour Party, went on a news media onslaught on Tuesday aimed at re-energizing his image and rebranding himself as more of a populist to try to allay fears among even his allies that the party is headed for a disastrous defeat in the next election.",1098,2017-01-10,"Under Pressure, Jeremy Corbyn Tries to Recalibrate His Image in U.K.",Europe,2017
Bethel Church in The Hague is taking advantage of a law that forbids the police from entering a place while a religious service is being held. Help has poured in.,"Five weeks after a pastor in the Netherlands started what seemed like a fairly ordinary church service, that service is still underway, a sort of pious filibuster relay that involves hundreds of people and shows no sign of stopping.",787,2018-11-29,5 Weeks and Counting: Dutch Church Holds Worship Marathon to Protect Migrant Family,Europe,2018
"A photograph capturing the fate of Óscar Alberto Martínez Ramírez and his daughter, Angie Valeria, points to one of the major drivers of the crisis that convinced them to migrate: economic duress.","SAN MARTÍN, El Salvador — Rosa Ramírez pleaded with her son, urging him not to leave El Salvador and head north with his wife and young daughter. The risks were simply too high.",1303,2019-06-28,‘I Didn’t Want Them to Go’: Salvadoran Family Grieves for Father and Daughter Who Drowned,Americas,2019
Eight traffickers from Poland have been convicted in what officials called the largest such case Britain has experienced.,"LONDON — They lived in desperate straits in Poland, often homeless and suffering from addictions. So when the call came to get free housing and well-paid jobs in Britain, hundreds decided to make the move.",702,2019-07-05,"‘Modern Slavery’ Ring in U.K. Ensnared up to 400 Polish People, Authorities Say",Europe,2019
Prime Minister Viktor Orban’s government has shifted more than 300 asylum applicants out of detention in fenced “transit zones.”,BUDAPEST — The government of Hungary has moved nearly 300 asylum seekers and begun closing detention sites along its southern border after the European Union’s highest court ruled that it was holding migrants unlawfully.,886,2020-05-22,Hungary Moves to Close Border Camps After E.U. Court Ruling,Europe,2020
A 15-year-old migrant girl pedaled hundreds of miles to bring her injured father back to their home village. India’s cycling federation has taken notice.,"NEW DELHI — She was a 15-year-old with a simple mission: bring papa home.Jyoti Kumari and her dad had nearly no money, no transport, and their village was halfway across India.And her dad, an out-of-work migrant laborer, was injured and could barely walk.So Jyoti told her dad: Let me take you home. He thought the idea was crazy but went along with it. She then jumped on a $20 purple bike bought with the last of their savings. With her dad perched on the rear, she pedaled from the outskirts of New Delhi to their home village, 700 miles away.""Don’t worry, mummy,” she reassured her mother along the way, using borrowed cellphones. “I will get Papa home good.”",1063,2020-05-22,"‘Lionhearted’ Girl Bikes Dad Across India, Inspiring a Nation",Asia Pacific,2020
"As the coronavirus drastically reorders society and economies, more Italians are returning to the agricultural jobs of their grandparents.","CORCOLLE, Italy — On a small farm outside Rome, workers crouched in the corridors of a cornfield and tended to stalks for the coming harvest. The ones from Morocco, Romania and Nigeria knew exactly what to do. It was the new Italian hires who needed help.",1580,2020-05-24,"For Some Italians, the Future of Work Looks Like the Past",Europe,2020
"Stymied by borders closed by coronavirus restrictions, German farmers decided to fly thousands of seasonal workers into their fields.","BERLIN — In a normal season, as many as 300,000 migrant workers from Eastern Europe make their way to Germany to harvest asparagus, pick strawberries and plant late-season crops.",1066,2020-05-18,Farm Workers Airlifted Into Germany Provide Solutions and Pose New Risks,Europe,2020
"After the coronavirus lockdown, a chef in Bangkok and his migrant staff started cooking a whole new menu and delivering food to the poor.","BANGKOK — When the coronavirus struck, desperate chefs in Bangkok’s fine-dining scene began offering sea urchin on toast and Wagyu katsu sandwiches for delivery since eating in was banned.",1048,2020-04-29,‘This Isn’t the Time for Caviar’: A Chef Finds New Flavors in a Pandemic,Asia Pacific,2020
"For many immigrant families, the pandemic has halted the tradition of repatriating bodies to their country of origin, and finding a plot in France has become ever more difficult.","PARIS — The middle-aged men, some wearing masks and gloves, leaned over a freshly excavated grave and gingerly slid a coffin into it. Arching their backs and bending their knees, they were burying a 60-year-old French-Moroccan woman in the Muslim section of a cemetery in a town north of Paris.",1069,2020-05-02,French Muslims Face a Cruel Coronavirus Shortage: Burial Grounds,Europe,2020
"Fear of the virus and job loss in cities are pushing many back to the countryside, reversing a decades-long trend of urban migration and raising alarm about a public health crisis in rural areas.","LIMA, Peru — The bus terminals in Lima are so crowded with people waiting to escape to the countryside that families are sleeping outside, side by side.",990,2020-04-30,Highways of Peru Swell With Families Fleeing Virus,Americas,2020
"A delicate ecosystem was disrupted in the Comoros, off East Africa, when forests were cleared to make way for farmland. The consequences offer lessons for other parts of the developing world.",COMOROS — Hundreds of brightly clad women flock to the banks of the river each week to scrub their way through bundles of laundry. Some of them travel hours from tiny villages to access a critical but increasingly endangered resource here on the island of Anjouan: water.,1232,2020-04-16,‘There’s No More Water’: Climate Change on a Drying Island,Africa,2020
Volunteers set up their own roadblocks. Neighborhoods set their own limits. The efforts could help the fractious country battle the outbreak but risk also stoking divisions and xenophobia.,"BHOND, India — On the long, straight road into the farming village of Bhond, past fields of tomatoes, eggplant and rust-colored wheat, stood a police barricade, an incongruous sight for a settlement so small and remote.",1305,2020-04-19,"Powered by Fear, Indians Embrace Coronavirus Lockdown",Asia Pacific,2020
"Poland, Hungary and the Czech Republic failed to live up to their end of an agreement to distribute 160,000 asylum seekers who had arrived in Greece and Italy, the court said.","BRUSSELS — The European Court of Justice ruled on Thursday that Poland, Hungary and the Czech Republic had violated their obligations by refusing to take in their fair share of asylum seekers at the height of the refugee crisis in 2015.",906,2020-04-02,E.U. Court Rules 3 Countries Violated Deal on Refugee Quotas,Europe,2020
"The sudden shutdown of businesses has upended the lives of millions of migrant laborers in Indian cities. More than a dozen migrants have died, and anger is rising.","NEW DELHI — In one of the biggest migrations in India’s modern history, hundreds of thousands of migrant laborers have begun long journeys on foot to get home, having been rendered homeless and jobless by Prime Minister Narendra Modi’s nationwide lockdown to contain the spread of the coronavirus.",1359,2020-03-29,India’s Coronavirus Lockdown Leaves Vast Numbers Stranded and Hungry,Asia Pacific,2020
"The United States, citing the coronavirus, is shutting off access for anyone trying to claim asylum from the Mexican border.","CIUDAD JUÁREZ, Mexico — Tania Bonilla arrived in this Mexican border city on Wednesday determined to apply for asylum in the United States.",1471,2020-03-22,"A Closed Border, Dashed Hopes and a Looming Disaster",Americas,2020
"The founder of the Migrant Offshore Aid Station (MOAS), Christopher Catrambone, spoke about the rising death toll in the central Mediterranean, driven by migrant drownings.","The founder of the Migrant Offshore Aid Station (MOAS), Christopher Catrambone, spoke about the rising death toll in the central Mediterranean, driven by migrant drownings.",0,2016-06-07,A Rise in Mediterranean Deaths,Europe,2016
"Facing a lawsuit over violence on board its trains heading to the United States border, a railroad is no longer turning a blind eye to migrant stowaways.","MEXICO CITY — Hundreds of Central American migrants trying to make their way to the United States have been stranded in Mexico in recent weeks after the freight-train line they ride — labeled the Beast — began enforcing a ban on stowaways, migrant advocates say. ",687,2014-05-10,Stowaways Are Stranded in Mexico by Train Ban,Americas,2014
"Italy is overwhelmed by the influx of migrants. But three citizens are making a difference in migrants’ lives, and even in their deaths.","The Aegean route is mostly closed, but the migrants keep coming, from Eritrea, Ethiopia and elsewhere. They cross the Mediterranean to Italy, a country struggling to deal with the influx. A political crisis is blooming, and the country’s institutions are straining to keep up.",471,2016-12-21,Italy Overwhelmed,Europe,2016
"A group of migrants, who were aiming to go to Sweden but were being detained by the police in Denmark, defiantly marched on.","A group of migrants, who were aiming to go to Sweden but were being detained by the police in Denmark, defiantly marched on.",0,2015-09-09,The Last Stretch to Sweden,Europe,2015
Syrian migrants took a train from Austria to their final destination: Germany.,Syrian migrants took a train from Austria to their final destination: Germany.,0,2015-09-07,The Train to Germany,Europe,2015
"A train carrying a large group of migrants to Sweden, including the Majid family, came to an abrupt stop in Denmark, where the police asked everyone to disembark.","A train carrying a large group of migrants to Sweden, including the Majid family, came to an abrupt stop in Denmark, where the police asked everyone to disembark.",0,2015-09-09,Another Unexpected Stop,Europe,2015
"A Kurdish migrant takes momentary refuge in the familiar taste of a hookah, which he has carried for weeks while traveling on the precarious trail from Greece to Hungary.","A Kurdish migrant takes momentary refuge in the familiar taste of a hookah, which he has carried for weeks while traveling on the precarious trail from Greece to Hungary.",0,2015-09-08,The Hookah Affair,Europe,2015
"To manage the flow of migrants, Prime Minister Miro Cerar of Slovenia said his government is considering building a fence at its border with Croatia.","To manage the flow of migrants, Prime Minister Miro Cerar of Slovenia said his government is considering building a fence at its border with Croatia.",0,2015-10-28,Possible Border Fence in Slovenia,Europe,2015
"Hundreds of passengers were delayed for hours as migrants blocked the tracks in Calais, France, with some trying to climb on the roofs of the trains.","Hundreds of passengers were delayed for hours as migrants blocked the tracks in Calais, France, with some trying to climb on the roofs of the trains.",0,2015-09-02,Trespassers Disrupt Eurostar Trains,Europe,2015
Prime Minister Alexis Tsipras of Greece criticized Europe’s leaders on Friday for not providing a safe alternative for the thousands of migrants trying to reach the continent.,Prime Minister Alexis Tsipras of Greece criticized Europe’s leaders on Friday for not providing a safe alternative for the thousands of migrants trying to reach the continent.,0,2015-10-30,Tsipras Says He’s Ashamed by Europe,Europe,2015
"Sham Aldaher, who was born in Jordan in July, has been offered treatment in Barcelona, but her family struggled to get a visa.","MADRID — A baby born to Syrian refugee parents in Jordan last year has received approval to go to Spain to undergo emergency facial surgery, the family’s lawyers said Friday.",293,2016-06-17,Syrian Baby Born With Deformities Gets Spanish O.K. to Come for Surgery,Europe,2016
"A proposal to ban the veils, or niqabs, from public spaces is one expression of broader fears about immigration and Muslims in this small, homogeneous country.","ZAUBE, Latvia — With her niqab, a face-covering Islamic veil that reveals just the wearer’s eyes, Liga Legzdina stands out amid pine trees, grasslands and wood-paneled cottages in the Latvian hamlet of Zaube.",1181,2016-04-19,"Latvia Wants to Ban Face Veils, for All 3 Women Who Wear Them",Europe,2016
Chancellor Angela Merkel of Germany struggled Monday to hold her coalition together. President Trump seemed to take glee in his ally’s troubles.,"With a rift over migrants bringing German politics to a boil, the country’s feuding leaders scraped together a truce Monday on an issue that threatens to topple the fragile government.",1298,2018-06-18,"As Europe’s Liberal Order Splinters, Trump Wields an Ax",Europe,2018
"The political costs of doing business with the Turkish president, Recep Tayyip Erdogan, are becoming clearer by the week for the German chancellor.","BERLIN — Last September, Chancellor Angela Merkel was widely seen as an idealist, charitably welcoming hundreds of thousands of refugees to Germany in the face of stiff opposition at home and from European allies. But the influx swiftly became too much to handle.",1118,2016-04-14,"Angela Merkel, Accused of Betraying Core Values, Faces a Balancing Act With Turkey",Europe,2016
"Under growing pressure from Europe and the United States, the country has worked to cut off flows of refugees and foreign fighters.","IZMIR, Turkey — The Turkish Coast Guard has stepped up nighttime patrols on the choppy, wintry waters of the Aegean Sea, seizing rafts full of refugees fleeing war for Europe and sending them back to Turkey.",1311,2015-12-22,"Turkey Moves to Clamp Down on Border, Long a Revolving Door",Europe,2015
"The alleged rape of an overdosed 16-year-old girl by African migrants has given more leverage to populist leader, who not may have Rome in his sights.","ROME — “Jackal!” the activists shouted as Matteo Salvini, the strongman of Italy’s populist government, arrived at the other end of the street. “Jackal!”",1288,2018-10-27,Salvini Seizes on 2nd Italian Teenager’s Death to Push Immigration Issue,Europe,2018
"Mette Frederiksen, leader of the center-left Social Democrats, will head a minority government that pledged a 70 percent cut in carbon emissions by 2030.","COPENHAGEN — The leader of Denmark’s center-left Social Democratic party, Mette Frederiksen, will form a minority government and become the country’s next prime minister after striking a deal with several other left-leaning parties.",687,2019-06-26,Denmark’s New Prime Minister Vows to Tackle Climate Change,Europe,2019
The capture ended a manhunt as fears rose of a threat posed by extremists who were among the refugees and migrants who arrived in the country last year.,"BERLIN — The German police arrested a Syrian man early Monday who was suspected of plotting a bombing, bringing an end to a weekend manhunt that renewed fears about a threat posed by extremists among the nearly one million refugees and migrants who arrived in Germany last year.",724,2016-10-10,"Syrian, Feared to Be Planning Bombing, Is Arrested in Germany",Europe,2016
"The Syrian boy, 3, drowned off Turkey after his family was unable to secure a Canadian visa.","OTTAWA — While the photograph of a 3-year-old Syrian boy’s body quickly focused the world’s attention on the migrant crisis in the Middle East and Africa, it has taken on a particular resonance in Canada with the discovery that the boy’s family had been unable to obtain immigration visas.",711,2015-09-04,Aylan Kurdi’s Death Resonates in Canadian Election Campaign,Americas,2015
"He spoke at a time when the Continent is challenged by the pressures of mass migration, sluggish economic growth and fears of terrorism","ROME — Pope Francis, receiving a prize for service toward European unification on Friday, urged leaders to remember the ideals of the European Union’s founders, calling for an “update” of the idea of Europe at a time of mass migration, economic sluggishness and fears about terrorism.",822,2016-05-06,"Pope Francis, Receiving Prize, Exhorts Europe to Focus on Its Ideals",Europe,2016
The meeting of world leaders is an opportunity for a nation that has faced rising turmoil and instability to restore some of its luster on the world stage.,"ANTALYA, Turkey — Just to the west, the flood of migrants from Turkey to Greece continues, with deaths at sea almost daily. To the east is the raging civil war of Syria, the brutality of the Islamic State and the violence of Turkey’s own conflict with Kurdish militants.",1107,2015-11-13,"In Hosting G-20, Turkey Strives to Bolster Its Status",Europe,2015
"A network of shelters, developed quickly to house thousands of migrants, has confronted arson, fights and rape. And many staff members are ill prepared.","LANGELAND, Denmark — The first of the asylum seekers, five shy African boys, arrived in July 2014, just days after the authorities on this small Danish island were granted permission to open a shelter for children.",1251,2016-12-20,Abuses of Young Refugees in Denmark Reflect Perils Across Europe,Europe,2016
"To win help with the migrant crisis, Europe seems prepared to overlook what critics say is President Recep Tayyip Erdogan’s march toward authoritarianism.","ISTANBUL — The contrast was jarring: Just days after the police broke into the offices of an opposition newspaper using tear gas and water cannons, Turkey’s prime minister was greeted in Brussels with offers of billions in aid, visa-free travel for Turks in Europe and renewed prospects for joining the European Union.",1092,2016-03-08,"E.U. Woos Turkey for Refugee Help, Ignoring Rights Crackdown",Europe,2016
"Chief issues for Europe include terrorist attacks, refugees, the weakened euro, the belligerence of Russia and the doubts about the union expressed by Britain.","The leaders of the European Union’s 28 member states will gather on Thursday in Brussels for their eighth and final summit meeting of 2015. Issues that dominated their agenda at the start of the year have grown more urgent, threatening to undo decades of progress to foster closer ties, more open borders and tighter economic integration.",1067,2015-12-16,"In 2015, European Union Faced Threats From Outside and Within",Europe,2015
"Building tensions reached a breaking point after Italy’s deputy prime minister, Luigi Di Maio, met this week in France with a Yellow Vest leader.","PARIS — It has happened rarely between European Union allies, and not between France and Italy since World War II. But on Thursday, after months of barbed commentary from Italian leaders, the French government said it had had enough: It recalled its ambassador from Rome.",1445,2019-02-07,"France Recalls Ambassador to Italy, Revealing Strains at Europe’s Core",Europe,2019
"Mr. Kerry, the secretary of state, promised on Saturday to help close off the routes migrants are taking to Europe and warned Russia that its military efforts in Syria to support President Bashar al-Assad would ultimately fail.","MUNICH — Secretary of State John Kerry, facing both anger and skepticism from European allies about the willingness of the United States to intervene more deeply in the Syrian civil war, promised on Saturday to help close off the routes migrants were taking to Europe and warned Russia that its military effort to prop up President Bashar al-Assad of Syria would ultimately fail.",1222,2016-02-13,"Facing Allies’ Doubt, John Kerry Voices Confidence in Syria Cease-Fire",Europe,2016
"In Tunisia’s current power vacuum, it has dawned on the young and underemployed in the hinterland that there is no one standing in the way of a better life in Europe.","SEDOUIKECH, Tunisia  A dozen young men left this village of olive groves and whitewashed houses near the Mediterranean coast last week, bound for the Italian island of Lampedusa aboard an overcrowded fishing boat. They were part of a flotilla of would-be migrants that has created a humanitarian crisis and stirred a political furor in Italy.",824,2011-02-14,Upheaval Opens the Exits in Tunisia,Africa,2011
"Even as winter nears, people were pouring out of Turkey from Syria, Afghanistan, Iraq and other nations, driven by fear that the path to Europe will snap shut.","MOLYVOS, Greece — The rubber dinghy rolled perilously on the waves and twisted sideways, nearly flipping, as more than three dozen passengers wrapped in orange life vests screamed, wept and cried frantically to God and the volunteers waiting on the rocky beach.",1519,2015-11-04,A Wintry Sea Seems a Safer Bet Than Life at Home for Refugees,Europe,2015
"As photographs of the young refugee appeared again and again in timelines on social media, a debate broke out about the ethics of sharing such graphic images.","At least 12 refugees fleeing the war in Syria, including two young boys, drowned on Wednesday while trying to reach the Greek island of Kos from the Turkish resort town of Bodrum, according to Turkey’s state-owned Anadolu news agency.",1034,2015-09-02,"Brutal Images of Syrian Boy Drowned Off Turkey Must Be Seen, Activists Say",Middle East,2015
"The bloc’s last scheduled meeting this year focused on the influx of migrants, with leaders promising only to act on past decisions, and on Britain’s future membership.","BRUSSELS — European leaders vowed on Thursday to “regain control” of the Continent’s external frontiers at their final summit meeting of 2015, a tumultuous year bracketed by lethal terrorist attacks in Paris and convulsed by destabilizing blows to Europe’s common currency and to its faith in a common destiny without borders.",1411,2015-12-17,Leaders at E.U. Summit Vow to ‘Regain Control’ of Borders,Europe,2015
Ghana has begun cracking down on Chinese migrants who have overstayed their visas in the hope of getting wealthy in one of Africa’s richest gold fields.,"DAKAR, Senegal — The lucky ones have hidden out on cocoa farms and in Chinese-owned companies, surviving on yams and water, moving about constantly and trembling at the prospect of being discovered by Ghana’s security forces. The unlucky ones have been beaten, robbed and swept up by soldiers. ",1207,2013-06-11,"Chasing a Golden Dream, Chinese Miners Are on the Run in Ghana",Africa,2013
The reality of a government in which many senior officials have families who live abroad has made it difficult for Afghanistan’s citizens to accept entreaties to stay home.,"KABUL, Afghanistan — President Ashraf Ghani took a stage here last week and urged the crowd of young people before him not to join a huge exodus from Afghanistan, despite rising insecurity and economic hardship. ",1257,2015-11-24,"Afghan Leaders Try to Halt Exodus, but Pleas Ring Hollow",Asia Pacific,2015
Accounts from some who have fled their countries for Australia describe dangerous sea voyages that can lead to deportment to Papua New Guinea and long waits for resettlement.,"JAKARTA, Indonesia — In January, Naqsh Murtaza had had enough of war-torn Afghanistan. Mr. Naqsh, a 27-year-old Afghan, fled with his mother and two younger brothers across the border into Pakistan, the first stop on a risky journey whose ultimate destination was Australia.",1085,2013-08-27,"Seeking Asylum in Australia, Refugees Find a Policy in Flux",Asia Pacific,2013
The authorities identified the man behind the blast as a 27-year-old who was denied asylum last year.,"A Syrian refugee blew himself up and wounded 12 people near a music festival in Ansbach, Germany, on Sunday night. Three of the victims suffered grave injuries.",350,2016-07-25,"Syrian Refugee Blows Himself Up at German Music Festival, Wounding 12",Europe,2016
Hua Yong had recorded the city’s campaign to expel migrant workers in short videos and said in one of his last clips that his arrest was imminent.,"An artist who was detained by the police after documenting mass expulsion of migrant workers from the Chinese capital was released Monday on bail, a friend said.",504,2017-12-18,Artist Who Filmed Beijing Crackdown Is Reportedly Freed on Bail,Asia Pacific,2017
International aid agencies said shutting down the massive Dadaab refugee camp would violate international law and endanger hundreds of thousands of people.,"The Kenyan government has announced that it plans to expel hundreds of thousands of refugees, a move that aid agencies say would violate international law and endanger many people.",346,2016-05-11,"Kenya Plans to Expel Somali Refugees From Dadaab Camp, Citing Terror Threat",Africa,2016
"As Giorgio De Francesco hears migrants’ impassioned requests for protection, he knows he must vote against many of them.","ROME — Traffic noise floated through an open window as a Bangladeshi migrant named Nanue Matabor took a seat inside a tiny immigration office in central Rome. Only 19, Mr. Matabor had waited months for this hearing. He was asking for the right to remain in Europe. His life was in the balance. He stared at the floor, terrified.",2566,2016-12-10,"One Man in Italy Begs for Asylum, and Another Decides His Fate",Europe,2016
A picture of the 8-year-old boy curled up inside the suitcase was a reminder of the plight of thousands of Africans who have been seeking to enter Europe.,"MADRID — The father of an African boy who tried to enter Spanish territory inside a suitcase said he got caught up with smugglers because his salary fell just “a few euros” short of the legal minimum required to apply for his son’s residency in Spain, according to his lawyer.",568,2015-05-19,"Father Didn’t Know Son Would Be Smuggled Into Spain in Suitcase, Lawyer Says",Europe,2015
The 22-year-old woman was said to have jumped to her death at a mall after being raped by private security guards there.,BEIJING — Hundreds of police officers in riot gear were deployed into the streets surrounding a shopping mall in southern Beijing on Wednesday to contain a large protest that was ignited by the death of a 22-year-old woman rumored to have been raped by security guards.,181,2013-05-08,Police Quell Protest in Beijing Over Woman’s Death,Asia Pacific,2013
"A young migrant worker rescued Wednesday is the only person saved from a collapsed factory in Shenzhen, China.","A young migrant worker who spent days trapped under mud and debris from building collapses caused by a landslide remains the only survivor pulled from the wreckage of the latest man-made disaster in China, the official Xinhua News Agency reported on Wednesday.",371,2015-12-23,China Landslide: Man Pulled Alive From Shenzhen Debris After 67 Hours,Asia Pacific,2015
"Two main manufacturing areas have an acute shortage of migrant workers, giving laborers leverage.","BEIJING  Two of China’s main export manufacturing areas are suffering from an acute shortage of migrant workers, giving laborers more leverage over wages and curtailing the expansion plans of some companies, according to a report published Monday in China Daily, an official English-language newspaper.",579,2010-11-29,Chinese Export Regions Face Labor Shortages,Asia Pacific,2010
"The crown jewel of the E.U., its network of open internal borders, has been hit hard by the refugee crisis. The virus could deliver another blow.","BRUSSELS — For Europe, the coronavirus could not have arrived at a worse time.",1055,2020-02-26,Coronavirus Nightmare Could Be the End for Europe’s Borderless Dream,Europe,2020
"Centrist leaders in Europe have cut migration to Europe by about 90 percent already, using the kinds of deterrents belatedly recommended by Hillary Clinton.","ROME — When Hillary Clinton warned in an interview this week that Europe’s centrist leadership needed to “get a handle” on migration, or risk further fanning the flames of populism, some wondered where she had been the last few years.",1335,2018-11-23,Clinton Wants Europe to Get Tough on Migration. It Already Has.,Europe,2018
Residents of Mexico are not amused by Donald Trump’s visit to the country hours before his speech in the United States on immigration.,Residents of Mexico are not amused by Donald Trump’s visit to the country hours before his speech in the United States on immigration.,0,2016-08-31,Mexicans React to Trump’s Visit,Americas,2016
A Bavarian election would not normally attract much outside attention. But Sunday’s poll is expected to reflect an increasingly fragmented society.,"MUNICH — They do not know each other, but Josef Mayerhofer, a construction manager, and Harold Fischer, a retired doctor, have at least two things in common.",1311,2018-10-12,Migration and the Far Right Changed Europe. A German Vote Will Show How Much.,Europe,2018
"In the United States and Europe, efforts to control unauthorized arrivals can heighten perceptions of chaos at the border.","Look at the numbers, and something of a mystery emerges regarding the Trump administration’s claims of a surge of uncontrolled arrivals.",1352,2019-04-02,Border Crackdowns Feed a Self-Reinforcing Cycle of Fear and Backlash,Americas,2019
"Daily life in Tijuana, Mexico, is defined less by the border wall as an impenetrable obstacle than by the ebb and flow of movement across it.","TIJUANA, Mexico — A neighbor of Esther Arias is building a new fence — a very high one — and the construction is taking a bit of a toll.",1119,2018-12-09,"Life in Tijuana Means Negotiating ‘La Línea,’ an Always Present Wall",Americas,2018
"In his traditional holiday benediction, Francis renewed his call to resolve conflicts and to help those who have fled them.","ROME — As Christians around the world celebrated Christmas, Pope Francis called on Wednesday for a softening of “stony and self-centered hearts,” once again directing the world’s attention to the plight of migrants and people living in areas plagued by conflict, social and political upheaval, injustice, or natural disasters.",820,2019-12-25,"Pope Francis, in Christmas Speech, Urges Nations to Tend to Refugees",Europe,2019
A government collapse would be a high-profile casualty in the wave of nationalist anger across Europe.,"BRUSSELS — Belgium’s prime minister, under pressure from the right and left, submitted his resignation Tuesday in the face of a populist revolt over his migration policy, which opponents say threatens Belgian sovereignty.",919,2018-12-18,Belgium’s Prime Minister Resigns After Revolt Over Migration,Europe,2018
"Slovaks are showing that even in countries that have succeeded in the European Union, public sentiment is steadily shifting against Brussels.","GABCIKOVO, Slovakia — Since Slovakia joined the European Union in 2004, Emil Hirjak’s fortunes have risen along with his country’s.",1373,2016-12-17,Not Even a Prosperous Slovakia Is Immune to Doubts About the E.U.,Europe,2016
"Many of the country’s more than 900,000 temporary foreign workers make less than minimum wage but feel they can’t complain, a new survey showed.","LIDCOMBE, Australia — Like many young South Koreans, Gabi Cho moved to Australia for the chance to learn English, breathe its famously clean air and make some money.",937,2017-11-20,Workers Lured to Australia Find Low Pay and Tough Conditions,Australia,2017
"According to academic research, the likelihood of Mexicans coming to the United States has fallen to a historic low. Members of the Orozco family talk about their decisions to make the journey or not.","According to academic research, the likelihood of Mexicans coming to the United States has fallen to a historic low. Members of the Orozco family talk about their decisions to make the journey or not.",0,2011-07-06,Immigration Upended | Staying Home,Americas,2011
"The government says it will stop the minority from leaving on traffickers’ boats, but it refuses to address the circumstances that drive so many to seek escape.","SITTWE, Myanmar — The government of Myanmar says it is determined to stop the departures of migrants fleeing religious persecution in places like this bitterly divided port city, but it will not budge in its refusal to address the conditions driving the exodus across the sea.",1323,2015-06-12,"Myanmar to Bar Rohingya From Fleeing, but Won’t Address Their Plight",Asia Pacific,2015
"Cabramatta was long known as a hub for drug gangs and the site of Australia’s first political assassination. Today, it’s the noodles that make headlines.","SYDNEY, Australia — A generation ago, people arriving by train in Cabramatta, in western Sydney, would exit the station only to find themselves in a bustling open-air heroin market where gangs had gunfights over turf.",1159,2017-11-08,How a Sydney ‘War Zone’ Became a Center of Vietnamese Resolve,Australia,2017
The leader of France’s far-right National Front party has pushed the main center-right party toward a stronger anti-immigrant stance after Friday’s attacks.,"PARIS — Well before the attacks that killed 129 people in Paris on Friday, Marine Le Pen, the president of the far-right National Front party, was parlaying fear of Islam, migrants and open borders into political support. Now, with France angry and in mourning, she is seizing the opportunity to expand her appeal and show her clout, underscoring how far-right messages are resonating across Europe.",918,2015-11-17,Marine Le Pen’s Anti-Islam Message Gains Influence in France,Europe,2015
